user_id,country,traffic_source,total_orders,total_revenue,total_gross_profit,recency_days,orders_per_year,behavioral_segment,rfm_total,first_purchase_category,lifetime_margin_pct,persona_cluster,frequency_repeat,tenure_days,model_recency,model_tenure,inactivity_ratio,habit_strength,p_alive_custom
61235,China,Email,1,348.75,166.83850015839562,-743,1.0,NEW POTENTIAL,12,Suits,0.4783899646118871,3,0,-713,0,-742.0,-0.4157806379406827,0.6931471805599453,0.3642728474890731
40280,United States,Search,1,427.989990234375,238.4382740472679,-743,1.0,NEW POTENTIAL,12,Outerwear & Coats,0.5571118004808823,2,0,-713,0,-742.0,-0.4157806379406827,0.6931471805599453,0.3642728474890731
86534,China,Facebook,1,234.0,140.03999988734722,-743,1.0,NEW POTENTIAL,12,Swim,0.5984615379801164,3,0,-713,0,-742.0,-0.4157806379406827,0.6931471805599453,0.3642728474890731
73163,United States,Display,1,472.5899963378906,225.04901795847297,-743,1.0,NEW POTENTIAL,12,Swim,0.4762035161606939,2,0,-713,0,-742.0,-0.4157806379406827,0.6931471805599453,0.3642728474890731
58836,United States,Search,1,210.6399974822998,111.89993882384097,-743,1.0,LOYALIST,13,Intimates,0.5312378473288007,3,0,-713,0,-742.0,-0.4157806379406827,0.6931471805599453,0.3642728474890731
46587,Brasil,Email,1,281.5,145.20749988546595,-743,1.0,LOYALIST,13,Intimates,0.5158348130922414,3,0,-713,0,-742.0,-0.4157806379406827,0.6931471805599453,0.3642728474890731
46670,China,Search,1,289.75,157.33005032313318,-743,1.0,LOYALIST,13,Intimates,0.542985505860684,3,0,-713,0,-742.0,-0.4157806379406827,0.6931471805599453,0.3642728474890731
70118,China,Search,1,225.0,127.70999992266297,-743,1.0,LOYALIST,13,Sleep & Lounge,0.5675999996562798,3,0,-713,0,-742.0,-0.4157806379406827,0.6931471805599453,0.3642728474890731
13605,United States,Search,1,316.6000061035156,145.00280297468305,-742,1.0,NEW POTENTIAL,12,Plus,0.4580000005662441,3,0,-712,0,-741.0,-0.4152210408505876,0.6931471805599453,0.3465070510782683
24150,China,Organic,1,255.75,132.78675014257897,-742,1.0,LOYALIST,13,Sleep & Lounge,0.5192052791498689,3,0,-712,0,-741.0,-0.4152210408505876,0.6931471805599453,0.3465070510782683
11479,United Kingdom,Organic,1,267.7899990081787,155.82731973581232,-742,1.0,LOYALIST,13,Accessories,0.5819011924005912,3,0,-712,0,-741.0,-0.4152210408505876,0.6931471805599453,0.3465070510782683
36956,Brasil,Facebook,1,695.0,407.2699994407594,-742,1.0,LOYALIST,13,Outerwear & Coats,0.5859999991953373,2,0,-712,0,-741.0,-0.4152210408505876,0.6931471805599453,0.3465070510782683
30815,United States,Organic,1,204.44000244140625,107.48008122498177,-742,1.0,LOYALIST,13,Intimates,0.5257292112182703,3,0,-712,0,-741.0,-0.4152210408505876,0.6931471805599453,0.3465070510782683
90830,China,Search,1,326.7699966430664,179.2600580574,-742,1.0,CHAMPION,14,Blazers & Jackets,0.5485817544418169,3,0,-712,0,-741.0,-0.4152210408505876,0.6931471805599453,0.3465070510782683
68350,South Korea,Search,1,211.5,115.75349995493889,-742,1.0,CHAMPION,14,Blazers & Jackets,0.5472978721273706,3,0,-712,0,-741.0,-0.4152210408505876,0.6931471805599453,0.3465070510782683
13263,United Kingdom,Search,1,274.9799995422363,139.44788995375544,-741,1.0,NEW POTENTIAL,11,Dresses,0.5071201185027878,3,0,-711,0,-740.0,-0.41466144376049247,0.6931471805599453,0.32960770278262164
3434,Brasil,Search,1,248.97999572753903,154.11861757424202,-741,1.0,NEW POTENTIAL,12,Suits & Sport Coats,0.6190000008791685,3,0,-711,0,-740.0,-0.41466144376049247,0.6931471805599453,0.32960770278262164
68336,South Korea,Search,1,269.34999656677246,130.08804819333233,-741,1.0,NEW POTENTIAL,12,Swim,0.48297029831624005,3,0,-711,0,-740.0,-0.41466144376049247,0.6931471805599453,0.32960770278262164
67808,China,Search,1,303.0,162.76799992099404,-741,1.0,NEW POTENTIAL,12,Pants,0.5371881185511355,3,0,-711,0,-740.0,-0.41466144376049247,0.6931471805599453,0.32960770278262164
35346,China,Search,1,241.98999977111816,140.2957994270593,-741,1.0,NEW POTENTIAL,12,Socks,0.5797586658942747,3,0,-711,0,-740.0,-0.41466144376049247,0.6931471805599453,0.32960770278262164
33792,Belgium,Search,1,224.0,99.09899999108166,-741,1.0,LOYALIST,13,Jeans,0.44240624996018596,3,0,-711,0,-740.0,-0.41466144376049247,0.6931471805599453,0.32960770278262164
62351,United States,Search,1,319.0,142.59300019964576,-741,1.0,CHAMPION,14,Jeans,0.44700000062584877,3,0,-711,0,-740.0,-0.41466144376049247,0.6931471805599453,0.32960770278262164
37379,United States,Organic,1,523.0,290.9660009332001,-741,1.0,CHAMPION,14,Sweaters,0.5563403459525815,2,0,-711,0,-740.0,-0.41466144376049247,0.6931471805599453,0.32960770278262164
964,Brasil,Search,1,254.27000045776367,126.90945023358911,-740,1.0,NEW POTENTIAL,12,Sweaters,0.4991129508204402,3,0,-710,0,-739.0,-0.4141018466703973,0.6931471805599453,0.31353254542891423
63758,China,Search,1,213.07999992370605,125.01555957924067,-740,1.0,LOYALIST,13,Active,0.5867071504787069,3,0,-710,0,-739.0,-0.4141018466703973,0.6931471805599453,0.31353254542891423
64111,Australia,Search,1,207.9699993133545,104.63325973214,-740,1.0,LOYALIST,13,Accessories,0.5031170845679814,3,0,-710,0,-739.0,-0.4141018466703973,0.6931471805599453,0.31353254542891423
37896,China,Search,1,235.9000015258789,127.10150098655373,-740,1.0,LOYALIST,13,Sleep & Lounge,0.5387939811971995,3,0,-710,0,-739.0,-0.4141018466703973,0.6931471805599453,0.31353254542891423
2245,China,Email,1,234.94999885559082,120.02079937911108,-740,1.0,CHAMPION,14,Outerwear & Coats,0.5108354967598039,3,0,-710,0,-739.0,-0.4141018466703973,0.6931471805599453,0.31353254542891423
49003,United States,Search,1,459.17999267578125,271.6133757346597,-740,1.0,CHAMPION,14,Suits & Sport Coats,0.5915183154036963,2,0,-710,0,-739.0,-0.4141018466703973,0.6931471805599453,0.31353254542891423
56435,Germany,Search,1,220.92999839782715,111.9412490165634,-739,1.0,NEW POTENTIAL,11,Active,0.5066819799409565,3,0,-709,0,-738.0,-0.41354224958030217,0.6931471805599453,0.29824138275059087
36162,China,Search,1,650.0,354.2500005569309,-739,1.0,NEW POTENTIAL,11,Outerwear & Coats,0.5450000008568168,2,0,-709,0,-738.0,-0.41354224958030217,0.6931471805599453,0.29824138275059087
92884,United States,Organic,1,345.5,172.25800014892593,-739,1.0,NEW POTENTIAL,12,Dresses,0.4985759772761966,3,0,-709,0,-738.0,-0.41354224958030217,0.6931471805599453,0.29824138275059087
98867,Brasil,Search,1,253.9900054931641,149.0921335348365,-739,1.0,NEW POTENTIAL,12,Outerwear & Coats,0.5870000012218952,3,0,-709,0,-738.0,-0.41354224958030217,0.6931471805599453,0.29824138275059087
92273,Germany,Search,1,201.99000549316406,107.38269275695592,-739,1.0,NEW POTENTIAL,12,Maternity,0.5316237924484342,3,0,-709,0,-738.0,-0.41354224958030217,0.6931471805599453,0.29824138275059087
66168,Brasil,Search,2,652.4899940490723,327.94328680412565,-739,0.2857142857142857,CHAMPION,14,Underwear,0.5026027828703559,2,1,-709,-739,-738.0,-0.41354224958030217,1.0986122886681098,0.3813725194614327
30339,South Korea,Search,2,299.0,160.750999674201,-739,1.0,CHAMPION,14,Socks,0.5376287614521773,0,1,-709,-739,-738.0,-0.41354224958030217,1.0986122886681098,0.3813725194614327
45264,United States,Organic,1,250.0,115.74999988079071,-739,1.0,CHAMPION,14,Sweaters,0.46299999952316284,3,0,-709,0,-738.0,-0.41354224958030217,0.6931471805599453,0.29824138275059087
77200,China,Search,2,388.51999950408936,196.61215972040236,-739,1.0,CHAMPION,14,Jeans,0.506054154152579,2,1,-709,-739,-738.0,-0.41354224958030217,1.0986122886681098,0.3813725194614327
60254,Brasil,Organic,2,314.5299987792969,152.1615994137494,-739,1.0,CHAMPION,14,Sweaters,0.4837745207270991,0,1,-709,-739,-738.0,-0.41354224958030217,1.0986122886681098,0.3813725194614327
61631,Brasil,Search,2,286.5999984741211,144.51549940114097,-739,1.0,CHAMPION,14,Sweaters,0.5042411031770825,0,1,-709,-739,-738.0,-0.41354224958030217,1.0986122886681098,0.3813725194614327
5818,Australia,Organic,2,270.9299945831299,153.2658065516544,-739,1.0,CHAMPION,14,Accessories,0.5657026154947478,0,1,-709,-739,-738.0,-0.41354224958030217,1.0986122886681098,0.3813725194614327
62326,Brasil,Search,1,198.0,109.29599965922534,-739,1.0,CHAMPION,14,Outerwear & Coats,0.5519999982789159,3,0,-709,0,-738.0,-0.41354224958030217,0.6931471805599453,0.29824138275059087
65683,China,Facebook,2,285.4000015258789,141.76900070658326,-739,0.6666666666666666,CHAMPION,15,Active,0.49673791152284985,0,1,-709,-739,-738.0,-0.41354224958030217,1.0986122886681098,0.3813725194614327
32672,China,Search,2,286.9799995422363,151.40196955603335,-739,1.0,CHAMPION,15,Active,0.5275697602534519,0,1,-709,-739,-738.0,-0.41354224958030217,1.0986122886681098,0.3813725194614327
58282,China,Search,2,308.8800048828125,162.25168240460349,-739,1.0,CHAMPION,15,Pants & Capris,0.5252903387713975,0,1,-709,-739,-738.0,-0.41354224958030217,1.0986122886681098,0.3813725194614327
12759,France,Search,1,224.9499969482422,97.01244858462658,-738,1.0,NEW POTENTIAL,11,Fashion Hoodies & Sweatshirts,0.4312622800655017,3,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
34759,United States,Search,1,252.74999618530273,108.67699822834784,-738,1.0,NEW POTENTIAL,11,Fashion Hoodies & Sweatshirts,0.42997823884702135,3,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
85726,China,Search,1,220.98000144958496,119.28915020810479,-738,1.0,NEW POTENTIAL,11,Swim,0.5398187592795349,3,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
90771,Brasil,Organic,1,209.98999977111816,94.19918988224556,-738,1.0,NEW POTENTIAL,11,Active,0.4485889327345084,3,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
29233,France,Search,1,268.7200012207031,134.53948066074818,-738,1.0,NEW POTENTIAL,11,Pants,0.500667907299722,3,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
99106,China,Email,1,227.98999977111816,114.79860015348491,-738,1.0,NEW POTENTIAL,11,Jeans,0.503524717175019,3,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
66758,China,Search,1,199.9900054931641,129.79351360678467,-738,1.0,NEW POTENTIAL,11,Suits & Sport Coats,0.6490000002086163,3,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
37947,United States,Search,1,199.97999572753903,92.19077824197079,-738,1.0,NEW POTENTIAL,12,Jeans,0.4610000010579823,3,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
69992,Poland,Search,1,239.0,135.9910004772246,-738,1.0,NEW POTENTIAL,12,Suits & Sport Coats,0.5690000019967556,3,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
40871,Australia,Search,1,277.5,124.09500017948449,-738,1.0,NEW POTENTIAL,12,Jeans,0.4471891898359801,3,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
20833,Brasil,Search,1,568.0,287.56399984657764,-738,1.0,NEW POTENTIAL,12,Dresses,0.5062746476172142,2,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
97696,China,Search,1,217.0,107.81400017440319,-738,1.0,NEW POTENTIAL,12,Jeans,0.4968387104811207,3,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
58476,Belgium,Search,1,198.0,115.63200014457107,-738,1.0,NEW POTENTIAL,12,Suits & Sport Coats,0.5840000007301569,3,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
60915,Brasil,Search,1,239.9900054931641,144.47398368729563,-738,1.0,LOYALIST,13,Suits & Sport Coats,0.6020000015851112,3,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
72248,Brasil,Search,1,302.5399971008301,149.39324851074255,-738,1.0,LOYALIST,13,Sweaters,0.4937966878506745,3,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
72872,Australia,Search,1,273.97999000549316,153.43349519129094,-738,1.0,LOYALIST,13,Suits & Sport Coats,0.5600171574143596,3,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
45120,Germany,Organic,1,451.98999977111816,242.3265891907251,-738,1.0,LOYALIST,13,Sleep & Lounge,0.5361326341588002,2,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
10452,Spain,Search,1,201.30999565124512,110.92270761712729,-738,1.0,LOYALIST,13,Pants,0.5510044707829251,3,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
26164,United States,Search,1,226.2000026702881,116.91042136956324,-738,1.0,CHAMPION,14,Jeans,0.5168453580434891,3,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
66771,United States,Search,1,253.0,119.92200033552945,-738,1.0,CHAMPION,14,Jeans,0.47400000132620335,3,0,-708,0,-737.0,-0.41298265249020705,0.6931471805599453,0.2836959788761405
8681,France,Search,2,241.27000045776367,128.83723017414331,-738,2.0,CHAMPION,14,Outerwear & Coats,0.5339960622112128,0,1,-708,-738,-737.0,-0.41298265249020705,1.0986122886681098,0.3627727622076844
97987,Spain,Search,2,578.0,309.7079994417727,-738,1.0,CHAMPION,14,Outerwear & Coats,0.535826988653586,2,1,-708,-738,-737.0,-0.41298265249020705,1.0986122886681098,0.3627727622076844
98970,China,Search,2,196.48999977111816,95.53333966999392,-738,1.0,CHAMPION,14,Active,0.4861995001337277,0,1,-708,-738,-737.0,-0.41298265249020705,1.0986122886681098,0.3627727622076844
72785,Brasil,Search,2,497.9900016784668,271.5885711760468,-738,1.0,CHAMPION,14,Underwear,0.5453695260159083,2,1,-708,-738,-737.0,-0.41298265249020705,1.0986122886681098,0.3627727622076844
63888,China,Organic,2,572.2799968719482,298.82718835134375,-738,1.0,CHAMPION,14,Suits & Sport Coats,0.5221695498439874,2,1,-708,-738,-737.0,-0.41298265249020705,1.0986122886681098,0.3627727622076844
15251,China,Organic,2,283.9900016784668,131.5950709977786,-738,0.6666666666666666,CHAMPION,14,Jeans,0.4633792394803054,0,1,-708,-738,-737.0,-0.41298265249020705,1.0986122886681098,0.3627727622076844
94293,United Kingdom,Search,2,224.9900054931641,126.36927295096828,-738,1.0,CHAMPION,14,Pants & Capris,0.5616661623434103,0,1,-708,-738,-737.0,-0.41298265249020705,1.0986122886681098,0.3627727622076844
62411,Belgium,Search,2,308.98999977111816,163.46781973840885,-738,1.0,CHAMPION,15,Suits,0.5290391917521483,0,1,-708,-738,-737.0,-0.41298265249020705,1.0986122886681098,0.3627727622076844
75697,United States,Search,2,253.19999885559082,120.93494918917418,-738,1.0,CHAMPION,15,Shorts,0.4776261837905765,0,1,-708,-738,-737.0,-0.41298265249020705,1.0986122886681098,0.3627727622076844
9509,South Korea,Search,2,466.0,280.53299896023236,-738,0.4,CHAMPION,15,Blazers & Jackets,0.6020021436914857,2,1,-708,-738,-737.0,-0.41298265249020705,1.0986122886681098,0.3627727622076844
79563,China,Search,2,196.9900016784668,88.47329065843954,-738,0.5,CHAMPION,15,Fashion Hoodies & Sweatshirts,0.4491257927031667,0,1,-708,-738,-737.0,-0.41298265249020705,1.0986122886681098,0.3627727622076844
91435,China,Organic,2,274.86999893188477,145.0133398129892,-738,1.0,CHAMPION,15,Shorts,0.5275706347600517,0,1,-708,-738,-737.0,-0.41298265249020705,1.0986122886681098,0.3627727622076844
85455,Germany,Search,2,194.80999565124512,99.90908765202468,-738,0.4,CHAMPION,15,Jeans,0.5128540109968742,0,1,-708,-738,-737.0,-0.41298265249020705,1.0986122886681098,0.3627727622076844
94112,United States,Search,2,409.88999938964844,211.02005943609828,-738,2.0,CHAMPION,15,Shorts,0.514821195321477,2,1,-708,-738,-737.0,-0.41298265249020705,1.0986122886681098,0.3627727622076844
39397,Spain,Search,2,215.9000015258789,117.04680050442443,-738,2.0,CHAMPION,15,Pants & Capris,0.5421343199499449,0,1,-708,-738,-737.0,-0.41298265249020705,1.0986122886681098,0.3627727622076844
16946,China,Organic,2,308.5,161.8530001603067,-738,1.0,CHAMPION,15,Sleep & Lounge,0.5246450572457267,0,1,-708,-738,-737.0,-0.41298265249020705,1.0986122886681098,0.3627727622076844
52245,South Korea,Search,2,431.7099952697754,199.12807810925887,-738,1.0,CHAMPION,15,Sweaters,0.4612542685856134,2,1,-708,-738,-737.0,-0.41298265249020705,1.0986122886681098,0.3627727622076844
17004,China,Search,2,262.39000034332275,132.3166406370035,-738,0.2857142857142857,CHAMPION,15,Outerwear & Coats,0.5042747073587961,0,1,-708,-738,-737.0,-0.41298265249020705,1.0986122886681098,0.3627727622076844
59850,United States,Search,1,292.17999267578125,127.23567678158702,-737,1.0,NEW POTENTIAL,11,Suits,0.43547018951011685,3,0,-707,0,-736.0,-0.4124230554001119,0.6931471805599453,0.2698599627195187
45058,China,Search,1,216.94000244140625,108.15071140585556,-737,1.0,NEW POTENTIAL,11,Dresses,0.4985282114351695,3,0,-707,0,-736.0,-0.4124230554001119,0.6931471805599453,0.2698599627195187
38509,China,Facebook,1,220.25999450683594,113.67557709194915,-737,1.0,NEW POTENTIAL,11,Shorts,0.5160972483744484,3,0,-707,0,-736.0,-0.4124230554001119,0.6931471805599453,0.2698599627195187
26628,South Korea,Search,1,278.3899955749512,169.0618668720025,-737,1.0,NEW POTENTIAL,11,Swim,0.6072842758693382,3,0,-707,0,-736.0,-0.4124230554001119,0.6931471805599453,0.2698599627195187
88302,United States,Search,1,203.0300006866455,99.62537072685768,-737,1.0,NEW POTENTIAL,11,Socks,0.49069285519344746,3,0,-707,0,-736.0,-0.4124230554001119,0.6931471805599453,0.2698599627195187
38290,United States,Search,1,241.76000022888184,98.67086998286761,-737,1.0,NEW POTENTIAL,12,Intimates,0.40813562991997343,3,0,-707,0,-736.0,-0.4124230554001119,0.6931471805599453,0.2698599627195187
52206,United States,Search,1,284.6999969482422,161.46099812227487,-737,1.0,NEW POTENTIAL,12,Active,0.5671267996241957,3,0,-707,0,-736.0,-0.4124230554001119,0.6931471805599453,0.2698599627195187
90225,China,Search,1,493.54000091552734,260.96500088810177,-737,1.0,NEW POTENTIAL,12,Suits & Sport Coats,0.5287616006889129,2,0,-707,0,-736.0,-0.4124230554001119,0.6931471805599453,0.2698599627195187
16913,China,Search,1,279.98999786376953,173.95442878866166,-737,1.0,NEW POTENTIAL,12,Suits & Sport Coats,0.6212880106999394,3,0,-707,0,-736.0,-0.4124230554001119,0.6931471805599453,0.2698599627195187
63971,United Kingdom,Search,1,195.69000053405762,100.00150039442629,-737,1.0,LOYALIST,13,Intimates,0.5110199812024742,3,0,-707,0,-736.0,-0.4124230554001119,0.6931471805599453,0.2698599627195187
33841,United States,Search,1,249.5,157.43450024537742,-737,1.0,LOYALIST,13,Suits & Sport Coats,0.6310000009834766,3,0,-707,0,-736.0,-0.4124230554001119,0.6931471805599453,0.2698599627195187
45656,Spain,Search,1,198.4900016784668,117.55754132089675,-737,1.0,LOYALIST,13,Sweaters,0.5922592590397967,3,0,-707,0,-736.0,-0.4124230554001119,0.6931471805599453,0.2698599627195187
81209,South Korea,Search,1,328.0,143.9920003861189,-737,1.0,LOYALIST,13,Jeans,0.43900000117719173,3,0,-707,0,-736.0,-0.4124230554001119,0.6931471805599453,0.2698599627195187
58008,United States,Search,2,202.4499969482422,105.75664838126151,-737,1.0,CHAMPION,14,Pants,0.5223840453220603,0,1,-707,-737,-736.0,-0.4124230554001119,1.0986122886681098,0.34508012581935105
53212,United States,Organic,2,257.0999984741211,129.87559887842238,-737,1.0,CHAMPION,14,Tops & Tees,0.5051559690751817,0,1,-707,-737,-736.0,-0.4124230554001119,1.0986122886681098,0.34508012581935105
8549,China,Organic,2,431.80001068115234,232.89655627489537,-737,1.0,CHAMPION,14,Dresses,0.5393620901201638,2,1,-707,-737,-736.0,-0.4124230554001119,1.0986122886681098,0.34508012581935105
7679,Brasil,Search,2,254.53000259399414,135.51827105107114,-737,1.0,CHAMPION,14,Sleep & Lounge,0.5324255281104877,0,1,-707,-737,-736.0,-0.4124230554001119,1.0986122886681098,0.34508012581935105
38835,United States,Search,2,611.6300010681152,339.5253800784031,-737,0.6666666666666666,CHAMPION,14,Fashion Hoodies & Sweatshirts,0.5551156409683561,2,1,-707,-737,-736.0,-0.4124230554001119,1.0986122886681098,0.34508012581935105
9940,Japan,Search,2,268.34999656677246,151.8021982126936,-737,0.3333333333333333,CHAMPION,14,Suits & Sport Coats,0.5656873491888467,0,1,-707,-737,-736.0,-0.4124230554001119,1.0986122886681098,0.34508012581935105
31438,China,Search,3,272.25,135.85329980852342,-737,0.75,CHAMPION,15,Fashion Hoodies & Sweatshirts,0.4990020194987086,0,2,-707,-737,-736.0,-0.4124230554001119,1.3862943611198906,0.38294742046001007
1283,China,Search,3,262.49000549316406,146.246593532767,-737,1.5,CHAMPION,15,Accessories,0.557151093269247,0,2,-707,-737,-736.0,-0.4124230554001119,1.3862943611198906,0.38294742046001007
58383,Brasil,Search,3,421.9799995422363,211.21131023765966,-737,1.5,CHAMPION,15,Outerwear & Coats,0.5005244572415317,2,2,-707,-737,-736.0,-0.4124230554001119,1.3862943611198906,0.38294742046001007
64018,Japan,Search,3,437.87000465393066,220.39229257162668,-737,0.5,CHAMPION,15,Sweaters,0.5033281344444069,2,2,-707,-737,-736.0,-0.4124230554001119,1.3862943611198906,0.38294742046001007
38213,Australia,Search,2,503.90999603271484,246.69106825718683,-737,0.6666666666666666,CHAMPION,15,Jeans,0.48955382945245474,2,1,-707,-737,-736.0,-0.4124230554001119,1.0986122886681098,0.34508012581935105
91840,Spain,Search,3,207.45000076293945,127.90705062217712,-737,1.5,CHAMPION,15,Sleep & Lounge,0.6165680894276838,0,2,-707,-737,-736.0,-0.4124230554001119,1.3862943611198906,0.38294742046001007
89338,South Korea,Search,3,386.94999980926514,200.08575033164954,-737,0.6,CHAMPION,15,Jeans,0.5170842497228983,2,2,-707,-737,-736.0,-0.4124230554001119,1.3862943611198906,0.38294742046001007
67837,United States,Search,3,353.4699993133545,169.15473002513173,-737,1.0,CHAMPION,15,Tops & Tees,0.47855470154109025,2,2,-707,-737,-736.0,-0.4124230554001119,1.3862943611198906,0.38294742046001007
963,China,Email,3,376.3300037384033,182.86299200037516,-737,0.75,CHAMPION,15,Pants,0.4859112751676529,2,2,-707,-737,-736.0,-0.4124230554001119,1.3862943611198906,0.38294742046001007
12379,China,Search,3,244.14999771118164,119.27872904474333,-737,0.6,CHAMPION,15,Jeans,0.4885469185457239,0,2,-707,-737,-736.0,-0.4124230554001119,1.3862943611198906,0.38294742046001007
74905,United States,Search,3,275.06999588012695,134.56851807669875,-737,1.5,CHAMPION,15,Jeans,0.48921554546917034,0,2,-707,-737,-736.0,-0.4124230554001119,1.3862943611198906,0.38294742046001007
80135,Brasil,Search,3,672.4400024414062,372.4348006403584,-737,1.0,CHAMPION,15,Sweaters,0.553855807638111,2,2,-707,-737,-736.0,-0.4124230554001119,1.3862943611198906,0.38294742046001007
67625,United States,Search,3,468.30999088287354,224.17258504012398,-737,1.5,CHAMPION,15,Jeans,0.4786841822817113,2,2,-707,-737,-736.0,-0.4124230554001119,1.3862943611198906,0.38294742046001007
10975,China,Search,3,448.720006942749,250.9582242332262,-737,0.75,CHAMPION,15,Tops & Tees,0.5592757629486427,2,2,-707,-737,-736.0,-0.4124230554001119,1.3862943611198906,0.38294742046001007
52584,China,Organic,2,215.0,98.90000013634564,-737,1.0,CHAMPION,15,Jeans,0.46000000063416574,0,1,-707,-737,-736.0,-0.4124230554001119,1.0986122886681098,0.34508012581935105
3333,Brasil,Search,3,222.19999885559082,123.69655948554963,-737,1.0,CHAMPION,15,Socks,0.5566901895707965,0,2,-707,-737,-736.0,-0.4124230554001119,1.3862943611198906,0.38294742046001007
40146,China,Search,3,257.9900016784668,126.29400058241188,-737,0.375,CHAMPION,15,Sleep & Lounge,0.4895306010339588,0,2,-707,-737,-736.0,-0.4124230554001119,1.3862943611198906,0.38294742046001007
91802,China,Search,3,384.6100044250488,205.90783285776345,-737,1.5,CHAMPION,15,Jeans,0.5353678544206717,2,2,-707,-737,-736.0,-0.4124230554001119,1.3862943611198906,0.38294742046001007
94540,China,Search,3,211.75000095367432,118.55785056658237,-737,1.5,CHAMPION,15,Accessories,0.5598953956676482,0,2,-707,-737,-736.0,-0.4124230554001119,1.3862943611198906,0.38294742046001007
51901,China,Email,2,346.5,204.1874995850958,-737,1.0,CHAMPION,15,Dresses,0.5892857130882996,2,1,-707,-737,-736.0,-0.4124230554001119,1.0986122886681098,0.34508012581935105
79510,Germany,Search,2,204.79000091552734,108.12596070303857,-737,1.0,CHAMPION,15,Underwear,0.5279845706316434,0,1,-707,-737,-736.0,-0.4124230554001119,1.0986122886681098,0.34508012581935105
